gene  status        value_1        value_2        p_value        q_value	significant
NM_001282541  NOTEST        0        0        1        1	no
NM_001282542  NOTEST        0        0        1        1	no
NM_003176  NOTEST        0        0        1        1	no
NM_000549  NOTEST        0        0        1        1	no
NM_001277991  NOTEST        0        0        1        1	no
NM_018420  NOTEST        1.9846        2.03411        1        1	no
NR_031564  NOTEST        0        0        1        1	no
NM_001013643  NOTEST        0        0        1        1	no
NM_001767  NOTEST        0        0        1        1	no
NM_017709  NOTEST        0.890871        0.525202        1        1	no
NM_001005783  NOTEST        0.121984        0.127833        1        1	no
NM_016527  NOTEST        0.121984        0.127833        1        1	no
NM_000198  NOTEST        0        0.0584243        1        1	no
NM_001166120  NOTEST        0        0.0584243        1        1	no
NM_000862  NOTEST        0        0.0596291        1        1	no
NR_033781  NOTEST        0.278585        2.49122        1        1	no
NM_001100910  NOTEST        1.25807        0.282907        1        1	no
NR_027337  NOTEST        0.585191        0.846162        1        1	no
NM_001271887  NOTEST        2.10891        0.915326        1        1	no
NR_003955  NOTEST        0.632734        0.19616        1        1	no
NR_033189  OK        6.31698        4.65664        0.0909        0.138681	no
NM_145277  NOTEST        0        0        1        1	no
NM_202004  NOTEST        0        0        1        1	no
NM_213652  NOTEST        0        0        1        1	no
NM_213653  NOTEST        0        0        1        1	no
NM_006472  NOTEST        1.85516        0.255525        1        1	no
NM_001039888  NOTEST        0.587476        0.180395        1        1	no
NM_001184795  OK        3.22933        3.83954        0.4407        0.465162	no
NM_003846  OK        3.22933        3.83954        0.4407        0.465162	no
NM_001280799  NOTEST        0        0.54701        1        1	no
NM_144698  NOTEST        0        0.54701        1        1	no
NM_001012758  OK        8.19826        14.2249        0.5456        0.56734	no
NM_001097616  NOTEST        0        0        1        1	no
NR_002305  NOTEST        0.38417        0.0464447        1        1	no
NM_004326  OK        4.36828        3.48458        0.06865        0.106965	no
NM_005267  NOTEST        0        0        1        1	no
NM_001097616  NOTEST        0.571132        0.0918353        1        1	no
NM_016334  NOTEST        0.571132        0.0918353        1        1	no
NM_001102663  NOTEST        0        0        1        1	no
NM_001164262  NOTEST        0        0        1        1	no
NR_027484  NOTEST        0        0        1        1	no
NM_001135789  NOTEST        0        0        1        1	no
NR_024510  NOTEST        0.961668        0.115681        1        1	no
NR_046135  NOTEST        0.961668        0.115681        1        1	no
NR_046136  NOTEST        0.961668        0.115681        1        1	no
NR_046137  NOTEST        0.961668        0.115681        1        1	no
NR_046138  NOTEST        0.961668        0.115681        1        1	no
NR_046139  NOTEST        0.961668        0.115681        1        1	no
NM_000566  NOTEST        0.0922926        0.0444101        1        1	no
NM_001034077  NOTEST        0        0        1        1	no
NM_001040874  NOTEST        0        0        1        1	no
NM_001005464  NOTEST        0        0        1        1	no
NM_016074  OK        3.90196        3.0926        0.53245        0.554321	no
NM_016274  OK        6.25954        5.26999        0.36395        0.388395	no
NM_012113  NOTEST        0.828889        0.913647        1        1	no
NM_024579  NOTEST        0        0        1        1	no
NM_144697  NOTEST        0        0        1        1	no
NR_051960  OK        12.066        8.00254        0.1354        0.185686	no
NM_019032  OK        8.70899        4.50425        0.0549        0.0873458	no
NM_025008  OK        8.70899        4.50425        0.0549        0.0873458	no
NM_001159642  OK        19.7392        17.0293        0.0878        0.134397	no
NM_017860  OK        19.7392        17.0293        0.0878        0.134397	no
NM_138278  OK        19.7392        17.0293        0.0878        0.134397	no
NM_020770  NOTEST        1.18931        0.394512        1        1	no
NR_030280  OK        120.259        173.889        0.7701        0.783986	no
NM_001144956  NOTEST        0        0.69779        1        1	no
NR_024237  NOTEST        0        0        1        1	no
NR_103561  NOTEST        0        0        1        1	no
NR_103778  NOTEST        0.274405        0.132367        1        1	no
NR_103779  NOTEST        0.274405        0.132367        1        1	no
NM_178438  NOTEST        0        0        1        1	no
NM_019060  NOTEST        0        0        1        1	no
NM_178434  NOTEST        0        0        1        1	no
NM_178433  NOTEST        0        0        1        1	no
NM_178430  NOTEST        0        0        1        1	no
NM_178429  NOTEST        0        0        1        1	no
NM_014357  NOTEST        0        0        1        1	no
NM_178428  NOTEST        0        0        1        1	no
NM_178356  NOTEST        0        0        1        1	no
NM_001024679  NOTEST        0        0        1        1	no
NM_001025231  NOTEST        0        0        1        1	no
NM_178354  NOTEST        0        0        1        1	no
NM_178353  NOTEST        0        0        1        1	no
NM_178352  NOTEST        0        0        1        1	no
NM_178349  NOTEST        0        0        1        1	no
NM_178348  NOTEST        0        0        1        1	no
NM_001128600  NOTEST        0        0        1        1	no
NM_030663  NOTEST        0        0        1        1	no
NM_005547  NOTEST        0        0        1        1	no
NM_173080  NOTEST        0        0        1        1	no
NM_001199828  NOTEST        0        0        1        1	no
NM_005987  NOTEST        0        0        1        1	no
NM_001097589  NOTEST        0        0        1        1	no
NM_005416  NOTEST        0        0        1        1	no
NM_003125  NOTEST        0        0        1        1	no
NM_001010857  NOTEST        0        0        1        1	no
NM_001195571  NOTEST        0        0        1        1	no
NM_000427  NOTEST        0.355121        0        1        1	no
NM_002965  NOTEST        0        0        1        1	no
NM_176823  NOTEST        0        0        1        1	no
NM_000906  NOTEST        0.0457175        0.044107        1        1	no
NM_001255978  NOTEST        2.28651        1.1995        1        1	no
NM_001255979  NOTEST        2.28651        1.1995        1        1	no
NM_001255980  NOTEST        2.28651        1.1995        1        1	no
NM_001255981  NOTEST        2.28651        1.1995        1        1	no
NM_130898  NOTEST        2.28651        1.1995        1        1	no
NM_001018837  OK        11.2522        10.6637        0.72655        0.743029	no
NM_006118  OK        11.2522        10.6637        0.72655        0.743029	no
NM_080429  NOTEST        0        0.0551836        1        1	no
NM_001098475  NOTEST        0        0.151045        1        1	no
NM_182499  NOTEST        0        0.151045        1        1	no
NR_036212  OK        773.37        74.7979        0.2522        0.27913	no
NM_001143687  NOTEST        0.0901887        0.217195        1        1	no
NM_152494  NOTEST        0.0901887        0.217195        1        1	no
NM_005227  NOTEST        1.10172        0.500254        1        1	no
NM_182689  NOTEST        1.10172        0.500254        1        1	no
NM_182690  NOTEST        1.10172        0.500254        1        1	no
NM_004952  NOTEST        1.49937        1.2795        1        1	no
NM_004428  NOTEST        1.26385        0.880782        1        1	no
NM_182685  NOTEST        1.26385        0.880782        1        1	no
NR_030281  NOTEST        0        0        1        1	no
NM_020897  NOTEST        0.683643        0.693892        1        1	no
NR_034180  OK        7.86801        4.79421        0.03265        0.0545457	no
NR_024117  NOTEST        1.32942        2.49488        1        1	no
NM_181885  NOTEST        0        0.931995        1        1	no
NM_001145264  OK        5.64517        2.57677        0.09295        0.141241	no
NM_014017  OK        5.64517        2.57677        0.09295        0.141241	no
NM_020387  NOTEST        0        0.399105        1        1	no
NM_001193300  NOTEST        0.196039        0.814286        1        1	no
NM_001193301  NOTEST        0.196039        0.814286        1        1	no
NM_001193302  NOTEST        0.196039        0.814286        1        1	no
NM_022367  NOTEST        0.196039        0.814286        1        1	no
NM_001105669  OK        0.14133        5.89962        0.05365        0.0857391	no
NM_021817  NOTEST        0.813021        0.112054        1        1	no
NM_021948  NOTEST        0.055726        0.0598127        1        1	no
NM_198427  NOTEST        0.055726        0.0598127        1        1	no
NM_001007792  NOTEST        0.384403        0.518198        1        1	no
NM_001012331  NOTEST        0.384403        0.518198        1        1	no
NM_002529  NOTEST        0.384403        0.518198        1        1	no
-  NOTEST        0.589649        0.130214        1        1	no
NM_001145312  OK        3.43115        0.143926        0.2301        0.261194	no
NR_001560  OK        12.3249        2.46903        0.0719        0.111827	no
NM_001766  NOTEST        0.254263        0.147305        1        1	no
NM_001763  NOTEST        0        0        1        1	no
NM_001765  NOTEST        0        0        1        1	no
NM_001042583  NOTEST        0        0        1        1	no
NM_001042584  NOTEST        0        0        1        1	no
NM_001042585  NOTEST        0        0        1        1	no
